image_path,question,real_answer,formatted_pred,prediction
imported_genome,How many airplanes are in the image?,1,1,one
imported_genome,How many hot dogs are there?,1,1,1
tdiuc_templates,How many people are in the photo?,7,7,7
tdiuc_templates,How many cars are there?,2,3,3
imported_genome,How many giraffes?,3,1,1
imported_vqa,How many hours can you park?,6,6,6
tdiuc_templates,How many people can be seen?,5,10,10
tdiuc_templates,How many people are there?,7,10,10
generate,How many cars are there with yellow color?,0,0,0
imported_vqa,How many animals are there?,5,7,7
tdiuc_templates,How many broccolis are there?,7,10,10
amt,How many people are sitting behind the fence?,5,8,8
tdiuc_templates,How many people are there?,4,10,10
tdiuc_templates,How many people are visible?,8,8,8
imported_vqa,How many people are pictured?,1,1,1
imported_vqa,How many buttons does the snowman have?,4,4,four
amt,How many elephants have their trunks under the bars?,1,0,0
imported_genome,How many giraffes are in the picture?,3,3,3
tdiuc_templates,How many suitcases are there?,11,6,6
imported_vqa,How many CDs are there?,10,20,20
tdiuc_templates,How many trucks can be seen?,6,1,one
tdiuc_templates,How many people can you see?,5,7,7
imported_vqa,How many people are in the area?,10,10,10
tdiuc_templates,How many people can you see?,7,8,8
imported_genome,How many umbrellas are pictured?,9,10,10
imported_genome,How many pillows?,3,4,4
amt,How many strawberry slices can be seen on the short side of the cake?,3,9,9
tdiuc_templates,How many cakes are in the picture?,8,0,0
tdiuc_templates,How many cars are there?,6,5,5
imported_genome,How many laptop computers are there?,4,3,3
imported_genome,How many people are on the bike?,4,20,20
tdiuc_templates,How many people are in the photo?,4,5,five
imported_vqa,How many people in this photo?,5,5,5
imported_vqa,How many windows are there?,6,6,six
tdiuc_templates,How many forks can be seen?,7,8,8
tdiuc_templates,How many people can you see?,4,3,3
imported_vqa,How many boxes of pizza are there?,8,4,four
tdiuc_templates,How many people are there?,5,7,seven
imported_vqa,How many of these animals is full grown?,4,3,3
imported_vqa,How many lights were used for the photo?,1,1,1
imported_genome,How many ducks are in the water?,12,20,20
tdiuc_templates,How many books are in the picture?,6,10,10
tdiuc_templates,How many people can be seen?,8,10,10
imported_vqa,How many horses are in the image?,4,5,5
imported_vqa,How many different type of donuts are there?,7,6,6
imported_vqa,How many signs are in the background?,6,8,8
imported_vqa,How many shoes do you see?,3,4,4
imported_genome,How many people are in the image?,12,12,12
imported_vqa,How many trucks are on the street?,4,4,four
imported_genome,How many shoes is the guy wearing?,2,2,2
tdiuc_templates,How many people are there?,8,-1,more than ten
tdiuc_templates,How many people are in the picture?,2,2,2
generate,How many people on the bike?,0,0,0
imported_genome,How many phones are in the picture?,1,1,one
tdiuc_templates,How many people can be seen?,6,20,20
tdiuc_templates,How many people are there?,3,4,four
tdiuc_templates,How many people are visible?,7,5,5
tdiuc_templates,How many wine glasses are in the photo?,6,10,10
imported_genome,How many years is this girl celebrating?,12,10,10
imported_vqa,How many throw pillows are on the sofa?,4,4,four
imported_vqa,How many steps are there?,5,6,6
imported_vqa,How many flowers are in the vase?,4,4,4
tdiuc_templates,How many apples can you see?,1,1,1
imported_genome,How many players are on the field?,4,7,7
tdiuc_templates,How many people are there?,7,10,10
tdiuc_templates,How many teddy bears are there?,7,6,6
tdiuc_templates,How many people can be seen?,4,100,100
imported_vqa,How many cows are there?,10,10,10
tdiuc_templates,How many people can be seen?,6,8,8
imported_vqa,How many carrots are there?,7,8,8
tdiuc_templates,How many people are there?,2,1,1
imported_genome,How many fishes are photographed?,8,7,7
tdiuc_templates,How many people can you see?,7,8,8
tdiuc_templates,How many dining tables are there?,5,8,eight
imported_vqa,How many books are on the desk?,6,10,10
tdiuc_templates,How many people are in the picture?,7,5,five
generate,How many forks are there?,0,2,two
tdiuc_templates,How many people are there?,6,6,6
tdiuc_templates,How many people can you see?,6,10,10
tdiuc_templates,How many people are there?,6,10,ten
imported_vqa,How many pieces of luggage?,4,4,4
tdiuc_templates,How many umbrellas are there?,8,20,20
imported_vqa,How many people are playing frisbee?,8,8,eight
amt,How many white boat covers are in the picture?,7,2,2
imported_vqa,How many posters are on the wall?,1,1,one
tdiuc_templates,How many people are visible?,7,7,seven
tdiuc_templates,How many people are in the picture?,14,20,20
tdiuc_templates,How many tennis rackets are in the picture?,2,2,2
imported_vqa,How many horses are in the picture?,2,2,2
tdiuc_templates,How many people can be seen?,7,10,10
imported_genome,How many people are on the motorcycle?,1,2,two
generate,How many dogs are there in the image?,0,0,0
imported_vqa,How many cows appear to be eating?,6,7,7
tdiuc_templates,How many people are there?,7,10,10
imported_genome,How many people are there?,4,2,2
imported_genome,How many giraffes are there?,5,8,8
imported_vqa,How many colors are on the woman's bag?,5,5,5
tdiuc_templates,How many people are there?,5,7,seven
imported_genome,How many handicap signs?,4,2,two
imported_vqa,How many people are in the image?,4,5,5
imported_vqa,How many pillars are in this photo?,5,4,4
tdiuc_templates,How many chairs are there?,6,20,20
imported_vqa,How many chairs are there?,5,6,6
tdiuc_templates,How many bicycles are visible?,5,100,100
imported_vqa,How many men are in this picture?,1,1,1
imported_genome,How many people seen on the court?,5,5,5
imported_vqa,How many slats make up the bench seat?,10,10,10
imported_vqa,How many people are holding frisbees?,1,1,one
tdiuc_templates,How many vases are in the picture?,5,3,3
imported_genome,How many animals are in this picture?,4,5,5
imported_genome,How many news paper stands?,9,8,8
tdiuc_templates,How many people are in the picture?,5,6,6
imported_vqa,How many soccer balls are in this picture?,4,4,four
imported_vqa,How many Giraffes are in this picture?,4,5,5
imported_genome,How many cows are there?,9,10,10
generate,How many people are wearing black helmet?,0,0,0
imported_genome,How many people are visible?,0,0,0
imported_vqa,How many boards do you see?,8,8,8
generate,How many people are standing behind the counter?,0,0,0
imported_vqa,How many surfboards are there?,5,6,6
generate,How many donuts have chocolate frosting?,0,0,0
tdiuc_templates,How many donuts are in the picture?,2,2,2
tdiuc_templates,How many people are in the picture?,8,20,20
tdiuc_templates,How many people are there?,5,-1,more than ten
tdiuc_templates,How many books are in the photo?,5,2,two
tdiuc_templates,How many people are there?,10,10,ten
imported_genome,How many cakes?,1,2,2
tdiuc_templates,How many donuts are in the photo?,6,6,6
tdiuc_templates,How many cups can be seen?,3,6,6
imported_vqa,How many tennis balls are visible?,7,5,5
imported_genome,How many snowboards are there?,1,1,1
generate,How many birds do you see?,0,0,0
imported_vqa,How many slices is she cutting?,8,0,0
tdiuc_templates,How many benches are in the photo?,1,1,1
imported_vqa,How many horses are standing on the ground?,1,1,1
tdiuc_templates,How many people are visible?,6,10,10
tdiuc_templates,How many people are visible?,4,2,two
imported_genome,How many trains are in the picture?,1,1,one
tdiuc_templates,How many people are there?,4,10,10
imported_genome,How many bottles are in the picture?,15,7,7
tdiuc_templates,How many cakes are visible?,4,0,0
tdiuc_templates,How many boats are there?,3,-1,more than ten
tdiuc_templates,How many kites are in the picture?,2,20,20
amt,How many red caps are there in image?,7,10,10
tdiuc_templates,How many people are visible?,6,7,seven
imported_vqa,How many people are shown on the TV?,2,2,2
amt,How many children wearing red are there in the image?,2,2,2
amt,How many red letters are on the front of the train?,5,2,2
tdiuc_templates,How many people are in the photo?,6,4,4
tdiuc_templates,How many cars are there?,6,6,6
imported_vqa,How many poles are there?,5,5,5
tdiuc_templates,How many bicycles can you see?,2,5,5
tdiuc_templates,How many people can be seen?,3,4,4
imported_genome,How many paws are visible?,4,8,8
tdiuc_templates,How many trucks are there?,2,1,one
imported_vqa,How many skateboards are there?,3,3,3
imported_genome,How many pillows are pictured?,8,6,6
imported_vqa,How many deserts are shown?,4,4,four
imported_vqa,How many ears are visible?,4,4,4
imported_vqa,How many cars are in the photo?,5,7,7
generate,How many giraffes are there?,0,0,zero
imported_vqa,How many signs do you see?,8,10,10
imported_vqa,How many people are sitting around the table?,4,5,5
imported_genome,How many chairs are visible?,9,8,eight
amt,How many of the train's compartments have antennas?,1,3,3
imported_genome,How many people are there in the picture?,2,0,0
tdiuc_templates,How many cows are there?,4,4,four
tdiuc_templates,How many people are there?,6,5,5
imported_vqa,How many shoes are seen?,4,4,4
tdiuc_templates,How many giraffes are there?,6,5,five
imported_vqa,How many lights are on the front of the train?,4,4,four
imported_vqa,How many legs does the stool have?,4,4,4
tdiuc_templates,How many people are in the photo?,5,-1,more than ten
tdiuc_templates,How many wine glasses are there?,4,4,4
imported_vqa,How many chimes will the bell make next time it rings?,11,6,6
imported_vqa,How many animals are there?,5,4,4
tdiuc_templates,How many chairs are visible?,9,15,15
tdiuc_templates,How many sheep are there?,9,25,25
tdiuc_templates,How many birds can be seen?,8,10,10
imported_vqa,How many hot dogs are there?,5,6,6
tdiuc_templates,How many bananas are in the photo?,8,50,50
imported_vqa,How many of the train's windows are open?,5,3,3
generate,How many people are there?,0,0,0
imported_genome,How many people are pictured here?,0,0,zero
imported_vqa,How many girls are showing their teeth?,4,4,4
imported_vqa,How many people are in this photo?,5,5,5
imported_vqa,How many steps are here?,15,15,15
tdiuc_templates,How many buses are in the picture?,2,2,2
tdiuc_templates,How many people are visible?,7,7,seven
tdiuc_templates,How many people are there?,8,8,8
tdiuc_templates,How many teddy bears are in the photo?,8,12,12
tdiuc_templates,How many bananas are there?,9,100,100
tdiuc_templates,How many people can you see?,14,35,35
tdiuc_templates,How many people are in the photo?,4,3,3
generate,How many of the trucks doors are open?,0,1,one
tdiuc_templates,How many cows are there?,8,10,10
amt,How many cows are laying down in this image?,7,7,7
tdiuc_templates,How many people are in the photo?,1,1,1
imported_genome,How many pictures are there?,4,4,4
imported_vqa,How many of them are wearing glasses?,4,4,4
imported_vqa,How many chairs are there?,7,4,four
tdiuc_templates,How many zebras can you see?,5,7,7
imported_genome,How many pieces of luggage are in the picture?,5,5,5
tdiuc_templates,How many chairs are there?,3,3,3
tdiuc_templates,How many people can you see?,8,15,15
tdiuc_templates,How many people are there?,5,15,15
imported_vqa,How many people are shown?,15,15,15
amt,How many pairs of headphones are being worn in this image?,8,2,2
tdiuc_templates,How many chairs are there?,2,2,2
imported_vqa,How many balloons are in the room?,7,6,6
imported_genome,How many sheep are there?,6,6,6
imported_genome,How many cats are in the photo?,7,7,7
tdiuc_templates,How many broccolis are there?,9,4,4
imported_genome,How many kids are there?,5,6,6
imported_vqa,How many vehicles are in the picture?,4,5,five
tdiuc_templates,How many people are in the photo?,4,-1,more than ten
tdiuc_templates,How many broccolis are there?,6,1,one
tdiuc_templates,How many chairs can you see?,2,2,2
tdiuc_templates,How many umbrellas are in the photo?,12,11,11
tdiuc_templates,How many backpacks can be seen?,3,3,3
imported_vqa,How many planes are in the image?,9,9,9
tdiuc_templates,How many bananas are there?,5,14,14
imported_vqa,How many people do you see?,4,4,4
tdiuc_templates,How many people are in the picture?,13,20,20
tdiuc_templates,How many donuts are in the picture?,11,-1,many
imported_vqa,How many elephants are there?,5,5,5
imported_genome,How many towels do you see on the picture?,1,1,1
tdiuc_templates,How many carrots are there?,4,10,10
tdiuc_templates,How many trains can be seen?,3,2,two
imported_vqa,How many stuffed animals are there in this picture?,5,5,5
tdiuc_templates,How many apples can be seen?,12,20,twenty
imported_vqa,How many claws can be seen?,4,5,5
imported_vqa,How many surfboards are pictured?,6,6,6
tdiuc_templates,How many bowls are there?,13,10,10
tdiuc_templates,How many elephants can you see?,7,-1,many
tdiuc_templates,How many people are in the photo?,11,20,20
imported_vqa,How many people are on the computer wallpaper?,3,4,4
tdiuc_templates,How many people are in the picture?,5,5,five
imported_vqa,How many cars does the train have?,8,6,six
tdiuc_templates,How many cups can you see?,8,6,6
imported_vqa,How many umbrellas are there?,12,15,15
tdiuc_templates,How many hot dogs are there?,5,20,20
imported_vqa,How many pictures are on the wall?,9,12,12
